title,genres,overview,cast,crew,movie_id
Movie_404,['Comedy'],This is the overview of movie 403.,"['Mahesh Babu', 'NTR', 'NTR']",['Boyapati Srinu'],1403
Movie_405,['Comedy'],This is the overview of movie 404.,"['Pawan Kalyan', 'Vijay Deverakonda', 'Varun Tej']",['Koratal Siva'],1404
Movie_406,['Action'],This is the overview of movie 405.,"['Prabhas', 'NTR', 'Ram Charan']",['Puri Jagannadh'],1405
Movie_407,['Romance'],This is the overview of movie 406.,"['Allu Arjun', 'Prabhas', 'Varun Tej']",['Vamshi Paidipally'],1406
Movie_408,['Comedy'],This is the overview of movie 407.,"['Sai Dharam Tej', 'NTR', 'Prabhas']",['Sukumar'],1407
Movie_409,['Action'],This is the overview of movie 408.,"['NTR', 'Prabhas', 'Ram Charan']",['Vamshi Paidipally'],1408
Movie_410,['Romance'],This is the overview of movie 409.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'Chiranjeevi']",['Krish'],1409
Movie_411,['Comedy'],This is the overview of movie 410.,"['Allu Arjun', 'Ram Charan', 'Vijay Deverakonda']",['Trivikram Srinivas'],1410
Movie_412,['Romance'],This is the overview of movie 411.,"['Sai Dharam Tej', 'NTR', 'Mahesh Babu']",['Boyapati Srinu'],1411
Movie_413,['Drama'],This is the overview of movie 412.,"['Pawan Kalyan', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Trivikram Srinivas'],1412
Movie_414,['Action'],This is the overview of movie 413.,"['Allu Arjun', 'Prabhas', 'Vijay Deverakonda']",['Koratal Siva'],1413
Movie_415,['Comedy'],This is the overview of movie 414.,"['NTR', 'Prabhas', 'Pawan Kalyan']",['Puri Jagannadh'],1414
Movie_416,['Thriller'],This is the overview of movie 415.,"['Pawan Kalyan', 'Mahesh Babu', 'NTR']",['Puri Jagannadh'],1415
Movie_417,['Drama'],This is the overview of movie 416.,"['Pawan Kalyan', 'Vijay Deverakonda', 'Chiranjeevi']",['Puri Jagannadh'],1416
Movie_418,['Comedy'],This is the overview of movie 417.,"['Vijay Deverakonda', 'Varun Tej', 'Prabhas']",['Puri Jagannadh'],1417
Movie_419,['Thriller'],This is the overview of movie 418.,"['Prabhas', 'Prabhas', 'NTR']",['Koratal Siva'],1418
Movie_420,['Romance'],This is the overview of movie 419.,"['Chiranjeevi', 'Chiranjeevi', 'Pawan Kalyan']",['Puri Jagannadh'],1419
Movie_421,['Drama'],This is the overview of movie 420.,"['Sai Dharam Tej', 'NTR', 'Prabhas']",['Sukumar'],1420
Movie_422,['Action'],This is the overview of movie 421.,"['Ram Charan', 'Pawan Kalyan', 'Allu Arjun']",['Puri Jagannadh'],1421
Movie_423,['Comedy'],This is the overview of movie 422.,"['Varun Tej', 'Sai Dharam Tej', 'Vijay Deverakonda']",['Sukumar'],1422
Movie_424,['Drama'],This is the overview of movie 423.,"['Varun Tej', 'Sai Dharam Tej', 'Ram Charan']",['Sukumar'],1423
Movie_425,['Romance'],This is the overview of movie 424.,"['Pawan Kalyan', 'Pawan Kalyan', 'Mahesh Babu']",['Trivikram Srinivas'],1424
Movie_426,['Romance'],This is the overview of movie 425.,"['Mahesh Babu', 'NTR', 'Ram Charan']",['Trivikram Srinivas'],1425
Movie_427,['Drama'],This is the overview of movie 426.,"['Ram Charan', 'Allu Arjun', 'Allu Arjun']",['Trivikram Srinivas'],1426
Movie_428,['Comedy'],This is the overview of movie 427.,"['Prabhas', 'NTR', 'Chiranjeevi']",['Koratal Siva'],1427
Movie_429,['Action'],This is the overview of movie 428.,"['Allu Arjun', 'Varun Tej', 'Allu Arjun']",['Boyapati Srinu'],1428
Movie_430,['Drama'],This is the overview of movie 429.,"['Ram Charan', 'Ram Charan', 'Varun Tej']",['Vamshi Paidipally'],1429
Movie_431,['Thriller'],This is the overview of movie 430.,"['Allu Arjun', 'Vijay Deverakonda', 'Pawan Kalyan']",['Vamshi Paidipally'],1430
Movie_432,['Romance'],This is the overview of movie 431.,"['Prabhas', 'Ram Charan', 'Varun Tej']",['Sukumar'],1431
Movie_433,['Thriller'],This is the overview of movie 432.,"['Ram Charan', 'Pawan Kalyan', 'NTR']",['Vamshi Paidipally'],1432
Movie_434,['Comedy'],This is the overview of movie 433.,"['Chiranjeevi', 'Pawan Kalyan', 'Vijay Deverakonda']",['SS Rajamouli'],1433
Movie_435,['Thriller'],This is the overview of movie 434.,"['Allu Arjun', 'Allu Arjun', 'Pawan Kalyan']",['Vamshi Paidipally'],1434
Movie_436,['Thriller'],This is the overview of movie 435.,"['Pawan Kalyan', 'Pawan Kalyan', 'Mahesh Babu']",['Trivikram Srinivas'],1435
Movie_437,['Comedy'],This is the overview of movie 436.,"['Pawan Kalyan', 'Vijay Deverakonda', 'Varun Tej']",['Vamshi Paidipally'],1436
Movie_438,['Thriller'],This is the overview of movie 437.,"['Mahesh Babu', 'Allu Arjun', 'Mahesh Babu']",['Vamshi Paidipally'],1437
Movie_439,['Comedy'],This is the overview of movie 438.,"['Allu Arjun', 'Vijay Deverakonda', 'Varun Tej']",['Puri Jagannadh'],1438
Movie_440,['Thriller'],This is the overview of movie 439.,"['Sai Dharam Tej', 'Chiranjeevi', 'Pawan Kalyan']",['Boyapati Srinu'],1439
Movie_441,['Romance'],This is the overview of movie 440.,"['Prabhas', 'NTR', 'Varun Tej']",['Puri Jagannadh'],1440
Movie_442,['Drama'],This is the overview of movie 441.,"['Pawan Kalyan', 'Sai Dharam Tej', 'NTR']",['SS Rajamouli'],1441
Movie_443,['Drama'],This is the overview of movie 442.,"['Mahesh Babu', 'Ram Charan', 'Vijay Deverakonda']",['Boyapati Srinu'],1442
Movie_444,['Drama'],This is the overview of movie 443.,"['Sai Dharam Tej', 'Mahesh Babu', 'Chiranjeevi']",['Vamshi Paidipally'],1443
Movie_445,['Thriller'],This is the overview of movie 444.,"['Varun Tej', 'Ram Charan', 'Allu Arjun']",['SS Rajamouli'],1444
Movie_446,['Action'],This is the overview of movie 445.,"['Prabhas', 'Chiranjeevi', 'NTR']",['SS Rajamouli'],1445
Movie_447,['Action'],This is the overview of movie 446.,"['Prabhas', 'NTR', 'NTR']",['Krish'],1446
Movie_448,['Comedy'],This is the overview of movie 447.,"['Ram Charan', 'Varun Tej', 'Mahesh Babu']",['Trivikram Srinivas'],1447
Movie_449,['Drama'],This is the overview of movie 448.,"['Allu Arjun', 'Ram Charan', 'Ram Charan']",['Krish'],1448
Movie_450,['Thriller'],This is the overview of movie 449.,"['Varun Tej', 'NTR', 'Chiranjeevi']",['Trivikram Srinivas'],1449
Movie_451,['Drama'],This is the overview of movie 450.,"['Mahesh Babu', 'Chiranjeevi', 'Ram Charan']",['Trivikram Srinivas'],1450
Movie_452,['Romance'],This is the overview of movie 451.,"['NTR', 'Mahesh Babu', 'Pawan Kalyan']",['Trivikram Srinivas'],1451
Movie_453,['Romance'],This is the overview of movie 452.,"['Varun Tej', 'Chiranjeevi', 'Chiranjeevi']",['SS Rajamouli'],1452
Movie_454,['Romance'],This is the overview of movie 453.,"['Mahesh Babu', 'Allu Arjun', 'Ram Charan']",['Krish'],1453
Movie_455,['Drama'],This is the overview of movie 454.,"['Varun Tej', 'Mahesh Babu', 'Prabhas']",['Boyapati Srinu'],1454
Movie_456,['Comedy'],This is the overview of movie 455.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Vijay Deverakonda']",['Vamshi Paidipally'],1455
Movie_457,['Action'],This is the overview of movie 456.,"['Allu Arjun', 'Vijay Deverakonda', 'Ram Charan']",['Puri Jagannadh'],1456
Movie_458,['Romance'],This is the overview of movie 457.,"['Sai Dharam Tej', 'Prabhas', 'Mahesh Babu']",['Boyapati Srinu'],1457
Movie_459,['Thriller'],This is the overview of movie 458.,"['Mahesh Babu', 'Ram Charan', 'Chiranjeevi']",['Krish'],1458
Movie_460,['Thriller'],This is the overview of movie 459.,"['NTR', 'Vijay Deverakonda', 'Varun Tej']",['Trivikram Srinivas'],1459
Movie_461,['Drama'],This is the overview of movie 460.,"['Mahesh Babu', 'NTR', 'NTR']",['Krish'],1460
Movie_462,['Thriller'],This is the overview of movie 461.,"['Pawan Kalyan', 'Varun Tej', 'Mahesh Babu']",['SS Rajamouli'],1461
Movie_463,['Action'],This is the overview of movie 462.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Vijay Deverakonda']",['SS Rajamouli'],1462
Movie_464,['Romance'],This is the overview of movie 463.,"['Vijay Deverakonda', 'Vijay Deverakonda', 'Ram Charan']",['Krish'],1463
Movie_465,['Comedy'],This is the overview of movie 464.,"['Pawan Kalyan', 'Allu Arjun', 'Chiranjeevi']",['Krish'],1464
Movie_466,['Comedy'],This is the overview of movie 465.,"['Ram Charan', 'Chiranjeevi', 'Pawan Kalyan']",['Vamshi Paidipally'],1465
Movie_467,['Thriller'],This is the overview of movie 466.,"['Prabhas', 'Allu Arjun', 'Prabhas']",['Trivikram Srinivas'],1466
Movie_468,['Comedy'],This is the overview of movie 467.,"['Pawan Kalyan', 'Pawan Kalyan', 'Varun Tej']",['Boyapati Srinu'],1467
Movie_469,['Romance'],This is the overview of movie 468.,"['Prabhas', 'Pawan Kalyan', 'Ram Charan']",['Trivikram Srinivas'],1468
Movie_470,['Comedy'],This is the overview of movie 469.,"['Pawan Kalyan', 'Chiranjeevi', 'Sai Dharam Tej']",['Boyapati Srinu'],1469
Movie_471,['Thriller'],This is the overview of movie 470.,"['Chiranjeevi', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Puri Jagannadh'],1470
Movie_472,['Thriller'],This is the overview of movie 471.,"['NTR', 'Vijay Deverakonda', 'Allu Arjun']",['Krish'],1471
Movie_473,['Thriller'],This is the overview of movie 472.,"['Mahesh Babu', 'Ram Charan', 'Vijay Deverakonda']",['Krish'],1472
Movie_474,['Drama'],This is the overview of movie 473.,"['Varun Tej', 'Mahesh Babu', 'Sai Dharam Tej']",['Boyapati Srinu'],1473
Movie_475,['Comedy'],This is the overview of movie 474.,"['Prabhas', 'Ram Charan', 'NTR']",['SS Rajamouli'],1474
Movie_476,['Drama'],This is the overview of movie 475.,"['Prabhas', 'Allu Arjun', 'Chiranjeevi']",['SS Rajamouli'],1475
Movie_477,['Thriller'],This is the overview of movie 476.,"['Varun Tej', 'Chiranjeevi', 'Pawan Kalyan']",['Sukumar'],1476
Movie_478,['Romance'],This is the overview of movie 477.,"['Pawan Kalyan', 'Mahesh Babu', 'Mahesh Babu']",['Puri Jagannadh'],1477
Movie_479,['Comedy'],This is the overview of movie 478.,"['NTR', 'Mahesh Babu', 'Prabhas']",['Trivikram Srinivas'],1478
Movie_480,['Drama'],This is the overview of movie 479.,"['Ram Charan', 'Chiranjeevi', 'Prabhas']",['Boyapati Srinu'],1479
Movie_481,['Drama'],This is the overview of movie 480.,"['Pawan Kalyan', 'Pawan Kalyan', 'Sai Dharam Tej']",['Koratal Siva'],1480
Movie_482,['Action'],This is the overview of movie 481.,"['Sai Dharam Tej', 'Prabhas', 'Sai Dharam Tej']",['Koratal Siva'],1481
Movie_483,['Thriller'],This is the overview of movie 482.,"['NTR', 'Vijay Deverakonda', 'Allu Arjun']",['Vamshi Paidipally'],1482
Movie_484,['Action'],This is the overview of movie 483.,"['Varun Tej', 'Sai Dharam Tej', 'Chiranjeevi']",['Koratal Siva'],1483
Movie_485,['Action'],This is the overview of movie 484.,"['Chiranjeevi', 'Ram Charan', 'Ram Charan']",['Puri Jagannadh'],1484
Movie_486,['Thriller'],This is the overview of movie 485.,"['Ram Charan', 'Ram Charan', 'NTR']",['Vamshi Paidipally'],1485
Movie_487,['Drama'],This is the overview of movie 486.,"['Chiranjeevi', 'NTR', 'NTR']",['Vamshi Paidipally'],1486
Movie_488,['Comedy'],This is the overview of movie 487.,"['Chiranjeevi', 'Pawan Kalyan', 'Varun Tej']",['Sukumar'],1487
Movie_489,['Drama'],This is the overview of movie 488.,"['Pawan Kalyan', 'Sai Dharam Tej', 'Prabhas']",['Boyapati Srinu'],1488
Movie_490,['Thriller'],This is the overview of movie 489.,"['Allu Arjun', 'Pawan Kalyan', 'Ram Charan']",['Krish'],1489
Movie_491,['Comedy'],This is the overview of movie 490.,"['Allu Arjun', 'Pawan Kalyan', 'Sai Dharam Tej']",['Trivikram Srinivas'],1490
Movie_492,['Drama'],This is the overview of movie 491.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'Ram Charan']",['Krish'],1491
Movie_493,['Drama'],This is the overview of movie 492.,"['Varun Tej', 'Sai Dharam Tej', 'Sai Dharam Tej']",['Boyapati Srinu'],1492
Movie_494,['Thriller'],This is the overview of movie 493.,"['Ram Charan', 'Varun Tej', 'Vijay Deverakonda']",['SS Rajamouli'],1493
Movie_495,['Drama'],This is the overview of movie 494.,"['Mahesh Babu', 'Ram Charan', 'Sai Dharam Tej']",['Puri Jagannadh'],1494
Movie_496,['Comedy'],This is the overview of movie 495.,"['Ram Charan', 'Mahesh Babu', 'Chiranjeevi']",['Puri Jagannadh'],1495
Movie_497,['Romance'],This is the overview of movie 496.,"['Sai Dharam Tej', 'NTR', 'Prabhas']",['Krish'],1496
Movie_498,['Romance'],This is the overview of movie 497.,"['Pawan Kalyan', 'Pawan Kalyan', 'Mahesh Babu']",['Puri Jagannadh'],1497
Movie_499,['Drama'],This is the overview of movie 498.,"['Pawan Kalyan', 'Pawan Kalyan', 'Allu Arjun']",['Trivikram Srinivas'],1498
Movie_500,['Thriller'],This is the overview of movie 499.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Prabhas']",['Krish'],1499
